src	trg	nij	score
2	0	9481	0.519176874219968
4	0	370074	1.0
5	0	128512	0.9909624454523247
14	0	107812	0.9208623524163898
15	0	32534	0.5311948667188435
21	0	31993	0.7659986026202983
23	0	274797	0.9999789246522219
29	0	16082	0.5029347002074995
30	0	78585	0.9982046727566272
31	0	97747	0.997499343213194
37	0	23640	0.5946260980346514
39	0	6088	0.5449981260005532
41	0	42182	0.9374756488690799
47	0	20070	0.6353332542964854
52	0	70878	0.9781911384199159
61	0	4944	0.5944424695030897
63	0	59037	0.986529144779337
65	0	101832	0.9339262048081698
69	0	30375	0.8900650498790035
74	0	24692	0.8811064323740424
78	0	33397	0.9145478886605988
79	0	66706	0.8768208536754232
86	0	7844	0.7659592051700501
87	0	12537	0.6028939041613564
89	0	74878	0.8114420183313495
97	0	49177	0.8576291107887699
104	0	12779	0.6369269823401136
105	0	17965	0.9485642503490593
135	0	35344	0.9622926225810253
136	0	24627	0.7899332837590535
137	0	8226	0.527560405990255
139	0	89820	0.8854472927460919
143	0	14424	0.8204109290679549
10	1	28842	0.7148421206673186
18	1	335082	0.9999993091833376
19	1	141096	0.9999640697568487
20	1	293700	0.9999999986490706
21	1	51245	0.9031008407036486
36	1	72548	0.9837563058677005
41	1	327982	0.999999999913381
50	1	177153	0.999999968237255
56	1	365052	0.9999999999999999
57	1	93868	0.9978289037039707
58	1	248675	0.9999999932616412
59	1	50190	0.9790742073438943
60	1	27671	0.6695968948317574
64	1	18295	0.5261242100992627
3	2	32526	0.8868202105698941
7	2	163225	0.9999966818100122
8	2	34795	0.9811270027584185
13	2	10119	0.5158048456978155
15	2	234234	0.9960893629928952
16	2	25880	0.9377979588309129
24	2	38785	0.7889481997577382
25	2	139287	0.9875098866962175
26	2	235018	0.9996342228369032
27	2	148488	0.997584056083225
28	2	255495	0.9998516978853781
29	2	78580	0.9681933339089229
44	2	408841	0.9999415725877843
45	2	304827	0.9999999999956738
47	2	31398	0.7942799623358158
65	2	78926	0.8777117302236414
66	2	147578	0.9718747480477373
72	2	79633	0.7518276769073785
76	2	104516	0.9999849237025369
89	2	36510	0.555613897682492
103	2	33675	0.808161987562609
119	2	47268	0.9420270729476694
139	2	131723	0.958775645958858
144	2	15213	0.570985873497208
2	3	12717	0.6258236809609685
11	3	113456	0.999387613715105
16	3	8152	0.5806644580377361
17	3	12714	0.6226497309976053
25	3	261406	0.999760637798081
27	3	180701	0.9993695953858688
28	3	85765	0.945004074055492
35	3	28189	0.8511330011295442
40	3	87022	0.980509610252798
44	3	501689	0.9999941893417092
48	3	376763	0.9999986751890404
0	4	432109	1.0
5	4	284755	0.9999761833794633
6	4	23317	0.759334431933476
14	4	122841	0.9446284887764592
15	4	444480	0.9999775949628745
30	4	47126	0.9766441522346522
52	4	128627	0.9991054621340927
61	4	4612	0.5690279383577183
65	4	99974	0.9305362997521162
69	4	125147	0.9999116808777806
78	4	30576	0.8946419565281882
86	4	14310	0.9301094714599333
87	4	14739	0.6625709346657457
89	4	43219	0.6173362290870469
97	4	38634	0.7832899099563454
135	4	39880	0.9753819309764465
0	5	9051	0.559911572695794
4	5	70796	0.9993235392742207
6	5	494290	0.9999999999999978
8	5	7098	0.5510762634071316
9	5	12240	0.637054024918057
15	5	692480	0.9999999602121583
29	5	16167	0.504772251045768
30	5	44559	0.9712647122761702
31	5	107106	0.9986098284166598
65	5	381433	0.9999710500739214
69	5	517114	1.0
79	5	180775	0.9968116730277857
80	5	50723	0.962789852958165
89	5	38630	0.5761168477754604
105	5	4779	0.5430884077811295
139	5	174107	0.9854453360739336
5	6	458576	0.9999999762442855
7	6	213085	0.9999999440880956
8	6	16136	0.8391504869097487
9	6	12359	0.6406259085798268
15	6	347510	0.9997521341972814
29	6	26197	0.6803196606002945
45	6	13966	0.6676938282827862
65	6	302829	0.9997345243808909
70	6	24720	0.8360365120519314
80	6	211539	0.9999993566923627
81	6	40001	0.9290482345382586
89	6	50386	0.6738884347226878
2	7	71717	0.9964199726999081
6	7	152118	0.999929412231122
8	7	138945	0.9999999359253068
15	7	160703	0.9771974350949603
29	7	47042	0.8718214160256771
45	7	301729	0.9999999999942129
65	7	215671	0.997020021741707
70	7	91967	0.9989351089619599
81	7	76691	0.9940019513312679
82	7	9069	0.6491883550471301
139	7	61482	0.7722763854519797
6	8	28306	0.8228852328435261
7	8	261063	0.9999999990169806
9	8	54154	0.9893433733501549
29	8	250705	0.999987630055707
33	8	19831	0.5916382267960127
35	8	14352	0.619626502774356
37	8	29950	0.6817486524752923
40	8	21143	0.6120788078611193
45	8	212890	0.9999999808169407
65	8	340377	0.9999074992518405
70	8	540592	1.0
72	8	78903	0.7486214731603968
73	8	8382	0.6279205579541942
82	8	31192	0.9736598615562517
144	8	26343	0.7697501958681479
8	9	69907	0.999694021151002
10	9	111224	0.9925735678933049
19	9	16070	0.6768996729067565
21	9	30375	0.748067614463723
22	9	101595	0.9993537795427825
29	9	78579	0.9681919214789645
37	9	20185	0.5372776407793279
43	9	390777	0.999999963013127
64	9	137075	0.996629515157704
65	9	438916	0.9999943968352955
83	9	96888	0.9999997626546903
117	9	18943	0.5507118662275754
139	9	149949	0.9736295840651477
1	10	54127	0.9740040951690249
9	10	47045	0.9804892999607763
19	10	378702	0.9999999999998096
21	10	135139	0.9980603593495514
29	10	205266	0.9998975055335781
41	10	124726	0.9997665078732154
43	10	685882	0.9999999999999808
60	10	31637	0.7183022718548319
64	10	1083765	1.0
65	10	40807	0.6613091985864857
84	10	41707	0.9541329622747399
95	10	23771	0.6802504353534229
103	10	30077	0.7709447982228448
3	11	146033	0.9999574839879606
13	11	134552	0.9999524502778468
14	11	77570	0.8380688388200526
15	11	66151	0.7865826565107453
17	11	10167	0.5410448945686339
24	11	17828	0.5098154364398754
28	11	54506	0.8406510826986244
35	11	16404	0.6688999590429378
39	11	185591	0.9999999999958863
48	11	826940	0.9999999999999806
51	11	373063	0.9999958292672309
53	11	136920	0.9767579182699497
67	11	710082	1.0
68	11	46450	0.9454064592802492
13	12	94771	0.9990308177509927
17	12	31979	0.9149300752331856
23	12	162596	0.9981153583220429
38	12	387647	1.0
39	12	11361	0.7707719880640872
46	12	172065	0.999998921425163
48	12	48534	0.8124526785804214
61	12	23570	0.9871433463539675
11	13	269776	0.999999988459896
12	13	82933	0.9999997769001026
14	13	48065	0.6754830594892383
15	13	37654	0.5840325557670298
16	13	6784	0.5146450451774085
17	13	75054	0.997129278382951
25	13	30863	0.6170218442949755
35	13	15606	0.6505403135777521
38	13	330335	0.9999999999999998
39	13	404344	1.0
46	13	10298	0.543853188691715
48	13	604818	0.9999999998112731
51	13	700621	0.9999999999694361
53	13	26733	0.5165684515422722
61	13	136481	0.9999999999985251
0	14	130603	0.9999955490801585
4	14	93010	0.9999367067141962
11	14	79444	0.9941364556456174
13	14	34005	0.9138611523428679
