src	trg	nij	score
4	0	513763	1.0
5	0	61007	0.8758897841911661
6	0	70502	0.9631197615986575
14	0	226113	0.9971230588428133
17	0	25323	0.8326347386270888
23	0	528793	0.9999999549975687
30	0	48097	0.9551405669184438
31	0	17815	0.859057654663619
52	0	279007	0.9999997294956933
61	0	10747	0.8388157562870621
62	0	14397	0.5500256888531585
63	0	41079	0.9473916580343676
65	0	39891	0.6655854469010093
74	0	88695	0.9937105374802748
78	0	29319	0.8888376964467023
89	0	45391	0.5620077465465463
97	0	150768	0.9859311089632561
105	0	10671	0.8535168523334538
137	0	44706	0.9492557468722396
139	0	33932	0.5753675439178569
12	1	4025	0.5475311117019002
18	1	251442	0.9999789628846237
20	1	478518	0.9999999999999735
21	1	137360	0.9991563973728586
36	1	90682	0.9919862316052039
41	1	248122	0.9999999996614318
49	1	137902	0.999936750117272
50	1	160024	0.9999999973821135
56	1	189507	0.9999989976418161
57	1	79369	0.9677674238400009
58	1	212258	0.9999991037518465
59	1	222903	0.9999969640824161
60	1	59881	0.9509335901455991
71	1	169903	0.999847220132996
7	2	221618	0.9999741222132187
8	2	10549	0.676082965767635
15	2	312189	0.9961799170629058
26	2	91472	0.9460925395637186
27	2	126761	0.9945407345349488
28	2	145208	0.9908600714738861
29	2	139217	0.9933258267193643
44	2	322954	0.9995488638688992
45	2	458669	0.9999999999997222
65	2	174185	0.9921290241960493
66	2	88610	0.9500711443651086
70	2	10691	0.5479990453713998
76	2	99098	0.9997982279425557
81	2	27765	0.7491316276164439
89	2	109159	0.8637603351196905
101	2	22731	0.5902910550858596
102	2	37685	0.6775583481855418
103	2	53258	0.8284739184381843
119	2	22696	0.7542123757512179
139	2	99415	0.9198482460618118
144	2	20760	0.797222535294625
11	3	209852	0.9999801889418031
16	3	105506	0.9998073210387316
17	3	32472	0.8993698318888209
25	3	388365	0.9999989863947012
27	3	236506	0.9999489944929685
28	3	129106	0.9844990806356946
32	3	42058	0.9817307963188893
33	3	60537	0.9386507682706092
35	3	54954	0.9840077874115889
40	3	88470	0.9844215981894511
44	3	204610	0.9920240183045111
47	3	28037	0.6743591425010261
48	3	378282	0.9999971608996343
67	3	41945	0.831698651197471
73	3	37036	0.9940672252033657
0	4	657655	1.0
5	4	144656	0.9932610770003416
6	4	45671	0.8810150854240635
14	4	135517	0.969133837699758
15	4	352277	0.9981602775948224
23	4	65219	0.8620240759808955
30	4	74901	0.99233365209469
52	4	190837	0.999961654455669
61	4	6855	0.6869776686592709
65	4	75993	0.8767868398730732
69	4	45824	0.9578791378653354
74	4	17752	0.6320583407475557
97	4	31316	0.5832039102900892
