src	trg	nij	score
4	0	456784	0.9999999999999749
5	0	197552	0.9999044290739684
14	0	331428	0.9948164904342541
15	0	85364	0.7839464636160166
23	0	447786	0.9999959517178901
30	0	62267	0.9653453936190525
38	0	17905	0.5548996545461506
46	0	112489	0.9999804034120373
48	0	118768	0.9756883917222086
52	0	156250	0.9891807061351295
61	0	133311	0.9957097125922288
63	0	121770	0.9992225364329886
69	0	98415	0.9950285010393104
18	1	294816	0.9325069888562105
20	1	157732	0.9991533226671547
21	1	85096	0.8862952043873122
41	1	328620	0.9957851139470266
50	1	319417	0.9999645764782796
56	1	169381	0.9112346185153026
58	1	225481	0.9863465959030906
59	1	141797	0.9333785138538222
60	1	178937	0.9796260498054491
15	2	170982	0.9552282055889939
26	2	73175	0.6562245279211608
27	2	110813	0.9259864299058636
28	2	146116	0.8704408343098381
29	2	54058	0.783389465019132
44	2	211095	0.9832423425296987
45	2	213172	0.9990452920131302
66	2	84048	0.7870145915543438
76	2	45364	0.5164938200363671
11	3	457565	0.9999947130141466
25	3	271926	0.9994015249724083
27	3	81850	0.8513378621527893
28	3	67949	0.6083483487250967
44	3	234071	0.9894146692765443
48	3	225526	0.999239227756132
67	3	167545	0.9892989634738785
0	4	556899	0.9999999994888162
5	4	96942	0.9882268761353169
14	4	100890	0.7896989149819064
15	4	326254	0.9976693854810591
30	4	93597	0.9940309099597002
52	4	142122	0.9835193973108771
69	4	104116	0.9963843258534087
0	5	125789	0.9864300211964496
4	5	18913	0.6344763094856201
6	5	265787	0.9999705922307981
8	5	8318	0.5633029146626435
9	5	12304	0.7730908086008184
15	5	518290	0.9999504779861068
23	5	46590	0.7017032233269376
31	5	136618	0.9999827856908502
52	5	58366	0.8095922176909285
53	5	68904	0.8272654651321156
62	5	22801	0.6180700535916155
63	5	49004	0.9395826300216
65	5	431638	0.9999999999977136
69	5	210328	0.9999925159689097
139	5	19127	0.6137860001456373
5	6	208619	0.9999444713436255
7	6	202561	0.9975751427967247
15	6	546624	0.9999724961652885
53	6	422186	0.9999908727665394
65	6	213336	0.9999962326386014
68	6	43022	0.8285982340967843
6	7	186389	0.9991908414410562
8	7	59699	0.9978260964435668
15	7	386570	0.9992876346658381
28	7	127028	0.8297766429428973
44	7	82763	0.7931079169343718
45	7	120213	0.9772343662273276
53	7	30090	0.532761930080397
65	7	148232	0.999803682671275
68	7	156430	0.9987357833275049
81	7	60129	0.828227175638733
119	7	34131	0.6257121280688123
6	8	19963	0.5145727478846103
7	8	126869	0.9748842682114864
29	8	72387	0.871857737562727
45	8	238277	0.9996111593516261
65	8	311365	0.9999999924631477
66	8	44090	0.5534967712211024
70	8	132453	0.9989015753967915
82	8	17552	0.6478696491093704
83	8	24754	0.9790506589054428
139	8	38554	0.8542166329612246
22	9	30789	0.8075390823382252
29	9	82630	0.9045737702258114
43	9	177783	0.994745383625864
65	9	344319	0.999999999134945
19	10	793729	0.9999968692920482
21	10	177392	0.9900059208473972
29	10	39231	0.6695680150174026
41	10	200869	0.9604686678000444
43	10	838561	0.9999999999995214
64	10	468115	0.9999752351119543
84	10	149697	0.8162032404310495
3	11	245059	0.99982963208172
13	11	91919	0.9384848150208518
39	11	283937	0.9999996773241672
48	11	361426	0.9999922994422431
51	11	179673	0.98733377618411
67	11	331542	0.9999119864377293
13	12	74820	0.8947082392602929
23	12	241225	0.9984359783763634
38	12	82204	0.9791755516187152
46	12	20136	0.8427454591921502
61	12	40407	0.7947897318662941
63	12	50497	0.9446184934987542
0	13	31181	0.6471969791240673
11	13	96460	0.8982526839060226
12	13	60856	0.9741801327369628
14	13	152308	0.906316120364093
38	13	132219	0.9984070048733765
39	13	191628	0.9999071880082887
48	13	82369	0.9229119487029157
51	13	282946	0.9991078424043489
61	13	360778	0.9999999393085218
0	14	327119	0.9999923033744151
4	14	88268	0.9922261609113029
5	14	48426	0.8887369480002931
13	14	39219	0.6865670754758537
15	14	283696	0.9946897438363318
23	14	123901	0.9614665301598406
28	14	70046	0.6196501316282057
48	14	43617	0.7404535746998753
51	14	1028623	0.9999999999999349
52	14	1096000	1.0
53	14	407724	0.9999859080051539
61	14	164745	0.9989289229672046
67	14	342757	0.9999375271676757
68	14	77660	0.9601164991536584
0	15	77578	0.9272671028558487
2	15	217315	0.9848389485732225
4	15	229376	0.9999987587229843
5	15	680739	0.9999999999999998
6	15	563717	0.9999999999839554
7	15	299590	0.9998981153804994
14	15	307638	0.9923318144122686
28	15	232833	0.9634015111644224
52	15	195396	0.9966713521157923
53	15	671089	0.9999999968702903
68	15	148728	0.998212743802305
69	15	126224	0.9989611675116662
17	16	295099	0.9999999995613761
