src	trg	nij	score
4	0	308500	0.9999999986440794
5	0	52179	0.8480680307025585
11	0	12963	0.37418289011136807
13	0	61048	0.9096307806023626
14	0	161824	0.9332684236399149
17	0	1310	0.08685620065814803
23	0	304294	0.9974635823536236
30	0	268651	0.9997415222857371
31	0	11321	0.6603269193582421
38	0	8308	0.2953283265345191
39	0	3560	0.22329500831548976
40	0	4680	0.2422879838934937
44	0	6728	0.12764051091930162
46	0	100185	0.9934719303094923
48	0	35252	0.7639403204986328
51	0	284487	0.9998052084548384
52	0	58198	0.8496935400824605
61	0	97186	0.9942157603251554
62	0	112886	0.9765151444352465
63	0	84405	0.9236156761887027
65	0	2458	0.10150443162851175
67	0	22592	0.4917237004699244
69	0	186553	0.9973020807122366
18	1	280387	0.9836367805967214
20	1	330695	0.9999977132558281
21	1	258689	0.9999005045747269
36	1	10106	0.10529379163216346
37	1	29280	0.220110308473082
41	1	189180	0.910717180419111
43	1	5437	0.13210909503246315
50	1	338505	0.9999993848272151
56	1	80454	0.6915743326786561
57	1	16821	0.34556178183095254
58	1	232489	0.9840451853761983
59	1	57605	0.7637896452920904
60	1	29320	0.4825856705981707
71	1	126531	0.6271211502329885
7	2	14955	0.40265186743803694
15	2	137589	0.8358998047095065
26	2	154187	0.8707759399248652
27	2	110587	0.9078324778618644
28	2	66570	0.7404928412671268
29	2	178409	0.9458020022280141
44	2	304485	0.9983758370143704
45	2	260861	0.9998354795648023
55	2	12483	0.18587053907682527
66	2	19047	0.45010822845604126
70	2	2458	0.08301786707185843
76	2	8283	0.14231719794567588
119	2	2526	0.08635335763778196
11	3	334137	0.9999987696614516
25	3	254292	0.9990630464750705
27	3	182626	0.9819274177797009
28	3	47862	0.6195949261576905
32	3	15060	0.6063836681287591
33	3	8342	0.12595489169533713
44	3	272343	0.9967209920633648
48	3	191724	0.9997037909102949
67	3	73022	0.8901133608493903
0	4	422676	0.9999999999953362
5	4	362913	0.9999990338355479
11	4	4407	0.1469062535880804
14	4	165513	0.9373456530281213
15	4	287092	0.9784959793527845
17	4	870	0.058549495326760126
23	4	8099	0.14097052105198982
30	4	64209	0.8425990329191703
31	4	1325	0.11814062980778073
39	4	1081	0.07371244176154501
46	4	1830	0.08465119277784028
48	4	20405	0.5652665855629682
51	4	50376	0.7672907522936804
52	4	266159	0.999896353953137
62	4	4145	0.12606819220726428
67	4	4520	0.1262287218531184
69	4	133682	0.9845169455941984
0	5	25685	0.7395710857435959
4	5	121100	0.9993040833550683
6	5	334322	0.9999980095933586
7	5	14444	0.3919811707699359
14	5	73595	0.7039351758268098
15	5	878968	0.9999969425697519
30	5	5398	0.1416364208457931
31	5	151812	0.9999998409807143
48	5	11259	0.3679313275979572
51	5	61838	0.8335138238686179
52	5	104386	0.9679589332346301
53	5	160433	0.9830122974902865
62	5	86165	0.9420274426487187
63	5	3830	0.10782408773003205
65	5	227951	0.9999700673353469
68	5	16032	0.4715541545752677
69	5	452874	0.9999998571061901
70	5	7006	0.21913002017269934
79	5	37236	0.5503226282127951
104	5	3799	0.2041438637502636
105	5	4243	0.301524435043827
139	5	90160	0.9668841838738702
5	6	208561	0.9995644950298239
7	6	279782	0.9999797733037132
8	6	7912	0.35977060109087966
15	6	867005	0.9999962892852362
28	6	15082	0.2612051570769168
44	6	8451	0.15765137778271854
45	6	3330	0.09663475326342852
53	6	317726	0.9997526194167128
65	6	267003	0.9999954868300354
68	6	8106	0.2751769217356419
70	6	17473	0.4613729904688336
2	7	7189	0.1602682281754716
5	7	3944	0.1317492844424114
6	7	209797	0.9996257133502804
8	7	45808	0.9280979388290377
15	7	368582	0.993119706392616
28	7	94801	0.855023914013985
44	7	32444	0.483472080882693
45	7	164542	0.9950314947486953
53	7	95338	0.9087565117878945
65	7	176782	0.9996603561400966
68	7	70782	0.9425415490947862
81	7	5997	0.21404201855925398
6	8	12417	0.3551586437809544
7	8	77397	0.9350596585038856
9	8	33982	0.981732169989794
29	8	144875	0.9052264450092132
45	8	132947	0.9855711942672178
53	8	5295	0.12272411263188587
55	8	107311	0.8323635982656054
64	8	3778	0.09099268712271502
65	8	615300	0.9999999999999607
66	8	50141	0.7948525424316517
68	8	5946	0.2101711062382725
70	8	196654	0.9993559451514347
81	8	1566	0.0608795693946087
82	8	18774	0.6785983448676202
139	8	8328	0.2669179361693782
144	8	10403	0.28134901539446855
8	9	27128	0.7864708323470815
17	9	1277	0.08476272528083839
20	9	1617	0.05647638539016009
21	9	12365	0.3427298345566828
22	9	30567	0.8420296794002908
29	9	87491	0.7563123065060297
40	9	3316	0.178398935813195
43	9	99404	0.9276041193362824
47	9	2798	0.08610193216596174
65	9	294919	0.9999988571179567
83	9	9422	0.6524192195614953
139	9	61960	0.9027813914568088
19	10	691730	0.999947728509332
21	10	42295	0.7639331373419932
26	10	68524	0.5930466225266701
29	10	35862	0.43712817744499133
41	10	224321	0.9443981277216904
43	10	709379	0.9999999988908324
57	10	10453	0.231373638616459
64	10	449854	0.9999956211355285
84	10	24369	0.2856788716516995
103	10	32382	0.4154228035334804
3	11	342489	0.9999912653140732
13	11	148484	0.9977413195459763
17	11	1335	0.08843901252905217
28	11	9222	0.16882218512489966
33	11	5083	0.07869310844304311
38	11	1734	0.07018946421887018
39	11	131676	0.9999734415729216
